"resp.id","domanda","profilo","n_film","tipo_film","h","qual_stream","qual_cine","prezzo","scelta","professione","sesso","et√."
77,690,3,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","M","18-21"
77,691,1,7,"Animazione","15-19","FullHD","Standard",40,1,"Studente","M","18-21"
77,691,2,10,"Commerciali","21-24","4K","IMAX",60,0,"Studente","M","18-21"
77,691,3,10,"Commerciali","21-24","FullHD","IMAX",60,0,"Studente","M","18-21"
77,692,1,10,"Indipendenti","15-19","4K","Standard",80,1,"Studente","M","18-21"
77,692,2,10,"Indipendenti","15-19","FullHD","Standard",80,0,"Studente","M","18-21"
77,692,3,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Studente","M","18-21"
77,693,1,10,"Indipendenti","9-13","4K","IMAX",40,1,"Studente","M","18-21"
77,693,2,4,"Commerciali","15-19","4K","IMAX",80,0,"Studente","M","18-21"
77,693,3,4,"Indipendenti","21-24","4K","Standard",60,0,"Studente","M","18-21"
78,694,1,7,"Commerciali","9-13","4K","3D",60,0,"Studente","M","22-25"
78,694,2,4,"Animazione","15-19","FullHD","3D",60,0,"Studente","M","22-25"
78,694,3,4,"Animazione","21-24","4K","IMAX",40,1,"Studente","M","22-25"
78,695,1,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","M","22-25"
78,695,2,10,"Animazione","21-24","4K","3D",80,0,"Studente","M","22-25"
78,695,3,7,"Indipendenti","15-19","FullHD","IMAX",60,1,"Studente","M","22-25"
78,696,1,7,"Animazione","9-13","4K","IMAX",80,0,"Studente","M","22-25"
78,696,2,4,"Animazione","21-24","FullHD","IMAX",40,1,"Studente","M","22-25"
78,696,3,7,"Commerciali","21-24","4K","Standard",80,0,"Studente","M","22-25"
78,697,1,4,"Indipendenti","21-24","4K","Standard",60,0,"Studente","M","22-25"
78,697,2,4,"Commerciali","9-13","4K","Standard",40,1,"Studente","M","22-25"
78,697,3,10,"Commerciali","15-19","4K","3D",40,0,"Studente","M","22-25"
78,698,1,4,"Animazione","15-19","4K","3D",60,1,"Studente","M","22-25"
78,698,2,4,"Indipendenti","9-13","4K","3D",80,0,"Studente","M","22-25"
78,698,3,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","M","22-25"
78,699,1,7,"Indipendenti","21-24","FullHD","3D",40,1,"Studente","M","22-25"
78,699,2,7,"Commerciali","9-13","FullHD","3D",60,0,"Studente","M","22-25"
78,699,3,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","M","22-25"
78,700,1,7,"Animazione","15-19","FullHD","Standard",40,1,"Studente","M","22-25"
78,700,2,10,"Commerciali","21-24","4K","IMAX",60,0,"Studente","M","22-25"
78,700,3,10,"Commerciali","21-24","FullHD","IMAX",60,0,"Studente","M","22-25"
78,701,1,10,"Indipendenti","15-19","4K","Standard",80,0,"Studente","M","22-25"
78,701,2,10,"Indipendenti","15-19","FullHD","Standard",80,1,"Studente","M","22-25"
78,701,3,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Studente","M","22-25"
78,702,1,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","M","22-25"
78,702,2,4,"Commerciali","15-19","4K","IMAX",80,0,"Studente","M","22-25"
78,702,3,4,"Indipendenti","21-24","4K","Standard",60,1,"Studente","M","22-25"
79,703,1,7,"Commerciali","9-13","4K","3D",60,1,"Studente","F","26-30"
79,703,2,4,"Animazione","15-19","FullHD","3D",60,0,"Studente","F","26-30"
79,703,3,4,"Animazione","21-24","4K","IMAX",40,0,"Studente","F","26-30"
79,704,1,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","F","26-30"
79,704,2,10,"Animazione","21-24","4K","3D",80,0,"Studente","F","26-30"
79,704,3,7,"Indipendenti","15-19","FullHD","IMAX",60,1,"Studente","F","26-30"
79,705,1,7,"Animazione","9-13","4K","IMAX",80,0,"Studente","F","26-30"
79,705,2,4,"Animazione","21-24","FullHD","IMAX",40,0,"Studente","F","26-30"
79,705,3,7,"Commerciali","21-24","4K","Standard",80,1,"Studente","F","26-30"
79,706,1,4,"Indipendenti","21-24","4K","Standard",60,0,"Studente","F","26-30"
79,706,2,4,"Commerciali","9-13","4K","Standard",40,0,"Studente","F","26-30"
79,706,3,10,"Commerciali","15-19","4K","3D",40,1,"Studente","F","26-30"
79,707,1,4,"Animazione","15-19","4K","3D",60,1,"Studente","F","26-30"
79,707,2,4,"Indipendenti","9-13","4K","3D",80,0,"Studente","F","26-30"
79,707,3,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","F","26-30"
79,708,1,7,"Indipendenti","21-24","FullHD","3D",40,1,"Studente","F","26-30"
79,708,2,7,"Commerciali","9-13","FullHD","3D",60,0,"Studente","F","26-30"
79,708,3,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","F","26-30"
79,709,1,7,"Animazione","15-19","FullHD","Standard",40,0,"Studente","F","26-30"
79,709,2,10,"Commerciali","21-24","4K","IMAX",60,1,"Studente","F","26-30"
79,709,3,10,"Commerciali","21-24","FullHD","IMAX",60,0,"Studente","F","26-30"
79,710,1,10,"Indipendenti","15-19","4K","Standard",80,1,"Studente","F","26-30"
79,710,2,10,"Indipendenti","15-19","FullHD","Standard",80,0,"Studente","F","26-30"
79,710,3,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Studente","F","26-30"
79,711,1,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","F","26-30"
79,711,2,4,"Commerciali","15-19","4K","IMAX",80,0,"Studente","F","26-30"
79,711,3,4,"Indipendenti","21-24","4K","Standard",60,1,"Studente","F","26-30"
80,712,1,7,"Commerciali","9-13","4K","3D",60,0,"Lavoratore Dipendente","F","22-25"
80,712,2,4,"Animazione","15-19","FullHD","3D",60,0,"Lavoratore Dipendente","F","22-25"
80,712,3,4,"Animazione","21-24","4K","IMAX",40,1,"Lavoratore Dipendente","F","22-25"
80,713,1,4,"Indipendenti","9-13","FullHD","3D",80,0,"Lavoratore Dipendente","F","22-25"
80,713,2,10,"Animazione","21-24","4K","3D",80,0,"Lavoratore Dipendente","F","22-25"
80,713,3,7,"Indipendenti","15-19","FullHD","IMAX",60,1,"Lavoratore Dipendente","F","22-25"
80,714,1,7,"Animazione","9-13","4K","IMAX",80,0,"Lavoratore Dipendente","F","22-25"
80,714,2,4,"Animazione","21-24","FullHD","IMAX",40,0,"Lavoratore Dipendente","F","22-25"
80,714,3,7,"Commerciali","21-24","4K","Standard",80,1,"Lavoratore Dipendente","F","22-25"
80,715,1,4,"Indipendenti","21-24","4K","Standard",60,0,"Lavoratore Dipendente","F","22-25"
80,715,2,4,"Commerciali","9-13","4K","Standard",40,0,"Lavoratore Dipendente","F","22-25"
80,715,3,10,"Commerciali","15-19","4K","3D",40,1,"Lavoratore Dipendente","F","22-25"
80,716,1,4,"Animazione","15-19","4K","3D",60,1,"Lavoratore Dipendente","F","22-25"
80,716,2,4,"Indipendenti","9-13","4K","3D",80,0,"Lavoratore Dipendente","F","22-25"
80,716,3,4,"Indipendenti","9-13","FullHD","3D",80,0,"Lavoratore Dipendente","F","22-25"
80,717,1,7,"Indipendenti","21-24","FullHD","3D",40,1,"Lavoratore Dipendente","F","22-25"
80,717,2,7,"Commerciali","9-13","FullHD","3D",60,0,"Lavoratore Dipendente","F","22-25"
80,717,3,10,"Indipendenti","9-13","4K","IMAX",40,0,"Lavoratore Dipendente","F","22-25"
80,718,1,7,"Animazione","15-19","FullHD","Standard",40,0,"Lavoratore Dipendente","F","22-25"
80,718,2,10,"Commerciali","21-24","4K","IMAX",60,1,"Lavoratore Dipendente","F","22-25"
80,718,3,10,"Commerciali","21-24","FullHD","IMAX",60,0,"Lavoratore Dipendente","F","22-25"
80,719,1,10,"Indipendenti","15-19","4K","Standard",80,1,"Lavoratore Dipendente","F","22-25"
80,719,2,10,"Indipendenti","15-19","FullHD","Standard",80,0,"Lavoratore Dipendente","F","22-25"
80,719,3,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Lavoratore Dipendente","F","22-25"
80,720,1,10,"Indipendenti","9-13","4K","IMAX",40,0,"Lavoratore Dipendente","F","22-25"
80,720,2,4,"Commerciali","15-19","4K","IMAX",80,0,"Lavoratore Dipendente","F","22-25"
80,720,3,4,"Indipendenti","21-24","4K","Standard",60,1,"Lavoratore Dipendente","F","22-25"
81,721,1,7,"Commerciali","9-13","4K","3D",60,0,"Lavoratore Dipendente","F","22-25"
81,721,2,4,"Animazione","15-19","FullHD","3D",60,0,"Lavoratore Dipendente","F","22-25"
81,721,3,4,"Animazione","21-24","4K","IMAX",40,1,"Lavoratore Dipendente","F","22-25"
81,722,1,4,"Indipendenti","9-13","FullHD","3D",80,0,"Lavoratore Dipendente","F","22-25"
81,722,2,10,"Animazione","21-24","4K","3D",80,0,"Lavoratore Dipendente","F","22-25"
81,722,3,7,"Indipendenti","15-19","FullHD","IMAX",60,1,"Lavoratore Dipendente","F","22-25"
81,723,1,7,"Animazione","9-13","4K","IMAX",80,0,"Lavoratore Dipendente","F","22-25"
81,723,2,4,"Animazione","21-24","FullHD","IMAX",40,1,"Lavoratore Dipendente","F","22-25"
81,723,3,7,"Commerciali","21-24","4K","Standard",80,0,"Lavoratore Dipendente","F","22-25"
81,724,1,4,"Indipendenti","21-24","4K","Standard",60,1,"Lavoratore Dipendente","F","22-25"
81,724,2,4,"Commerciali","9-13","4K","Standard",40,0,"Lavoratore Dipendente","F","22-25"
81,724,3,10,"Commerciali","15-19","4K","3D",40,0,"Lavoratore Dipendente","F","22-25"
81,725,1,4,"Animazione","15-19","4K","3D",60,0,"Lavoratore Dipendente","F","22-25"
81,725,2,4,"Indipendenti","9-13","4K","3D",80,1,"Lavoratore Dipendente","F","22-25"
81,725,3,4,"Indipendenti","9-13","FullHD","3D",80,0,"Lavoratore Dipendente","F","22-25"
81,726,1,7,"Indipendenti","21-24","FullHD","3D",40,1,"Lavoratore Dipendente","F","22-25"
81,726,2,7,"Commerciali","9-13","FullHD","3D",60,0,"Lavoratore Dipendente","F","22-25"
81,726,3,10,"Indipendenti","9-13","4K","IMAX",40,0,"Lavoratore Dipendente","F","22-25"
81,727,1,7,"Animazione","15-19","FullHD","Standard",40,0,"Lavoratore Dipendente","F","22-25"
81,727,2,10,"Commerciali","21-24","4K","IMAX",60,1,"Lavoratore Dipendente","F","22-25"
81,727,3,10,"Commerciali","21-24","FullHD","IMAX",60,0,"Lavoratore Dipendente","F","22-25"
81,728,1,10,"Indipendenti","15-19","4K","Standard",80,1,"Lavoratore Dipendente","F","22-25"
81,728,2,10,"Indipendenti","15-19","FullHD","Standard",80,0,"Lavoratore Dipendente","F","22-25"
81,728,3,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Lavoratore Dipendente","F","22-25"
81,729,1,10,"Indipendenti","9-13","4K","IMAX",40,0,"Lavoratore Dipendente","F","22-25"
81,729,2,4,"Commerciali","15-19","4K","IMAX",80,0,"Lavoratore Dipendente","F","22-25"
81,729,3,4,"Indipendenti","21-24","4K","Standard",60,1,"Lavoratore Dipendente","F","22-25"
82,730,1,7,"Commerciali","9-13","4K","3D",60,0,"Studente","F","22-25"
82,730,2,4,"Animazione","15-19","FullHD","3D",60,0,"Studente","F","22-25"
82,730,3,4,"Animazione","21-24","4K","IMAX",40,1,"Studente","F","22-25"
82,731,1,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","F","22-25"
82,731,2,10,"Animazione","21-24","4K","3D",80,1,"Studente","F","22-25"
82,731,3,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Studente","F","22-25"
82,732,1,7,"Animazione","9-13","4K","IMAX",80,0,"Studente","F","22-25"
82,732,2,4,"Animazione","21-24","FullHD","IMAX",40,0,"Studente","F","22-25"
82,732,3,7,"Commerciali","21-24","4K","Standard",80,1,"Studente","F","22-25"
82,733,1,4,"Indipendenti","21-24","4K","Standard",60,0,"Studente","F","22-25"
82,733,2,4,"Commerciali","9-13","4K","Standard",40,0,"Studente","F","22-25"
82,733,3,10,"Commerciali","15-19","4K","3D",40,1,"Studente","F","22-25"
82,734,1,4,"Animazione","15-19","4K","3D",60,1,"Studente","F","22-25"
82,734,2,4,"Indipendenti","9-13","4K","3D",80,0,"Studente","F","22-25"
82,734,3,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","F","22-25"
82,735,1,7,"Indipendenti","21-24","FullHD","3D",40,0,"Studente","F","22-25"
82,735,2,7,"Commerciali","9-13","FullHD","3D",60,1,"Studente","F","22-25"
82,735,3,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","F","22-25"
82,736,1,7,"Animazione","15-19","FullHD","Standard",40,0,"Studente","F","22-25"
82,736,2,10,"Commerciali","21-24","4K","IMAX",60,1,"Studente","F","22-25"
82,736,3,10,"Commerciali","21-24","FullHD","IMAX",60,0,"Studente","F","22-25"
82,737,1,10,"Indipendenti","15-19","4K","Standard",80,0,"Studente","F","22-25"
82,737,2,10,"Indipendenti","15-19","FullHD","Standard",80,0,"Studente","F","22-25"
82,737,3,4,"Commerciali","15-19","FullHD","IMAX",80,1,"Studente","F","22-25"
82,738,1,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","F","22-25"
82,738,2,4,"Commerciali","15-19","4K","IMAX",80,1,"Studente","F","22-25"
82,738,3,4,"Indipendenti","21-24","4K","Standard",60,0,"Studente","F","22-25"
83,739,1,7,"Commerciali","9-13","4K","3D",60,0,"Studente","M","18-21"
83,739,2,4,"Animazione","15-19","FullHD","3D",60,0,"Studente","M","18-21"
83,739,3,4,"Animazione","21-24","4K","IMAX",40,1,"Studente","M","18-21"
83,740,1,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","M","18-21"
83,740,2,10,"Animazione","21-24","4K","3D",80,1,"Studente","M","18-21"
83,740,3,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Studente","M","18-21"
83,741,1,7,"Animazione","9-13","4K","IMAX",80,0,"Studente","M","18-21"
83,741,2,4,"Animazione","21-24","FullHD","IMAX",40,0,"Studente","M","18-21"
83,741,3,7,"Commerciali","21-24","4K","Standard",80,1,"Studente","M","18-21"
83,742,1,4,"Indipendenti","21-24","4K","Standard",60,1,"Studente","M","18-21"
83,742,2,4,"Commerciali","9-13","4K","Standard",40,0,"Studente","M","18-21"
83,742,3,10,"Commerciali","15-19","4K","3D",40,0,"Studente","M","18-21"
83,743,1,4,"Animazione","15-19","4K","3D",60,1,"Studente","M","18-21"
83,743,2,4,"Indipendenti","9-13","4K","3D",80,0,"Studente","M","18-21"
83,743,3,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","M","18-21"
83,744,1,7,"Indipendenti","21-24","FullHD","3D",40,1,"Studente","M","18-21"
83,744,2,7,"Commerciali","9-13","FullHD","3D",60,0,"Studente","M","18-21"
83,744,3,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","M","18-21"
83,745,1,7,"Animazione","15-19","FullHD","Standard",40,0,"Studente","M","18-21"
83,745,2,10,"Commerciali","21-24","4K","IMAX",60,1,"Studente","M","18-21"
83,745,3,10,"Commerciali","21-24","FullHD","IMAX",60,0,"Studente","M","18-21"
83,746,1,10,"Indipendenti","15-19","4K","Standard",80,1,"Studente","M","18-21"
83,746,2,10,"Indipendenti","15-19","FullHD","Standard",80,0,"Studente","M","18-21"
83,746,3,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Studente","M","18-21"
83,747,1,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","M","18-21"
83,747,2,4,"Commerciali","15-19","4K","IMAX",80,0,"Studente","M","18-21"
83,747,3,4,"Indipendenti","21-24","4K","Standard",60,1,"Studente","M","18-21"
84,748,1,7,"Commerciali","9-13","4K","3D",60,0,"Studente","F","18-21"
84,748,2,4,"Animazione","15-19","FullHD","3D",60,0,"Studente","F","18-21"
84,748,3,4,"Animazione","21-24","4K","IMAX",40,1,"Studente","F","18-21"
84,749,1,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","F","18-21"
84,749,2,10,"Animazione","21-24","4K","3D",80,1,"Studente","F","18-21"
84,749,3,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Studente","F","18-21"
84,750,1,7,"Animazione","9-13","4K","IMAX",80,0,"Studente","F","18-21"
84,750,2,4,"Animazione","21-24","FullHD","IMAX",40,1,"Studente","F","18-21"
84,750,3,7,"Commerciali","21-24","4K","Standard",80,0,"Studente","F","18-21"
84,751,1,4,"Indipendenti","21-24","4K","Standard",60,1,"Studente","F","18-21"
84,751,2,4,"Commerciali","9-13","4K","Standard",40,0,"Studente","F","18-21"
84,751,3,10,"Commerciali","15-19","4K","3D",40,0,"Studente","F","18-21"
84,752,1,4,"Animazione","15-19","4K","3D",60,1,"Studente","F","18-21"
84,752,2,4,"Indipendenti","9-13","4K","3D",80,0,"Studente","F","18-21"
84,752,3,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","F","18-21"
84,753,1,7,"Indipendenti","21-24","FullHD","3D",40,1,"Studente","F","18-21"
84,753,2,7,"Commerciali","9-13","FullHD","3D",60,0,"Studente","F","18-21"
84,753,3,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","F","18-21"
84,754,1,7,"Animazione","15-19","FullHD","Standard",40,0,"Studente","F","18-21"
84,754,2,10,"Commerciali","21-24","4K","IMAX",60,0,"Studente","F","18-21"
84,754,3,10,"Commerciali","21-24","FullHD","IMAX",60,1,"Studente","F","18-21"
84,755,1,10,"Indipendenti","15-19","4K","Standard",80,0,"Studente","F","18-21"
84,755,2,10,"Indipendenti","15-19","FullHD","Standard",80,1,"Studente","F","18-21"
84,755,3,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Studente","F","18-21"
84,756,1,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","F","18-21"
84,756,2,4,"Commerciali","15-19","4K","IMAX",80,0,"Studente","F","18-21"
84,756,3,4,"Indipendenti","21-24","4K","Standard",60,1,"Studente","F","18-21"
85,757,1,7,"Commerciali","9-13","4K","3D",60,0,"Studente","M","22-25"
85,757,2,4,"Animazione","15-19","FullHD","3D",60,0,"Studente","M","22-25"
85,757,3,4,"Animazione","21-24","4K","IMAX",40,1,"Studente","M","22-25"
85,758,1,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","M","22-25"
85,758,2,10,"Animazione","21-24","4K","3D",80,1,"Studente","M","22-25"
85,758,3,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Studente","M","22-25"
85,759,1,7,"Animazione","9-13","4K","IMAX",80,0,"Studente","M","22-25"
85,759,2,4,"Animazione","21-24","FullHD","IMAX",40,1,"Studente","M","22-25"
85,759,3,7,"Commerciali","21-24","4K","Standard",80,0,"Studente","M","22-25"
85,760,1,4,"Indipendenti","21-24","4K","Standard",60,0,"Studente","M","22-25"
85,760,2,4,"Commerciali","9-13","4K","Standard",40,0,"Studente","M","22-25"
85,760,3,10,"Commerciali","15-19","4K","3D",40,1,"Studente","M","22-25"
85,761,1,4,"Animazione","15-19","4K","3D",60,1,"Studente","M","22-25"
85,761,2,4,"Indipendenti","9-13","4K","3D",80,0,"Studente","M","22-25"
85,761,3,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","M","22-25"
85,762,1,7,"Indipendenti","21-24","FullHD","3D",40,1,"Studente","M","22-25"
85,762,2,7,"Commerciali","9-13","FullHD","3D",60,0,"Studente","M","22-25"
85,762,3,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","M","22-25"
85,763,1,7,"Animazione","15-19","FullHD","Standard",40,0,"Studente","M","22-25"
85,763,2,10,"Commerciali","21-24","4K","IMAX",60,1,"Studente","M","22-25"
85,763,3,10,"Commerciali","21-24","FullHD","IMAX",60,0,"Studente","M","22-25"
85,764,1,10,"Indipendenti","15-19","4K","Standard",80,1,"Studente","M","22-25"
85,764,2,10,"Indipendenti","15-19","FullHD","Standard",80,0,"Studente","M","22-25"
85,764,3,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Studente","M","22-25"
85,765,1,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","M","22-25"
85,765,2,4,"Commerciali","15-19","4K","IMAX",80,0,"Studente","M","22-25"
85,765,3,4,"Indipendenti","21-24","4K","Standard",60,1,"Studente","M","22-25"
86,766,1,7,"Commerciali","9-13","4K","3D",60,0,"Studente","M","22-25"
86,766,2,4,"Animazione","15-19","FullHD","3D",60,0,"Studente","M","22-25"
86,766,3,4,"Animazione","21-24","4K","IMAX",40,1,"Studente","M","22-25"
86,767,1,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","M","22-25"
86,767,2,10,"Animazione","21-24","4K","3D",80,1,"Studente","M","22-25"
86,767,3,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Studente","M","22-25"
86,768,1,7,"Animazione","9-13","4K","IMAX",80,0,"Studente","M","22-25"
86,768,2,4,"Animazione","21-24","FullHD","IMAX",40,1,"Studente","M","22-25"
86,768,3,7,"Commerciali","21-24","4K","Standard",80,0,"Studente","M","22-25"
86,769,1,4,"Indipendenti","21-24","4K","Standard",60,0,"Studente","M","22-25"
86,769,2,4,"Commerciali","9-13","4K","Standard",40,0,"Studente","M","22-25"
86,769,3,10,"Commerciali","15-19","4K","3D",40,1,"Studente","M","22-25"
86,770,1,4,"Animazione","15-19","4K","3D",60,1,"Studente","M","22-25"
86,770,2,4,"Indipendenti","9-13","4K","3D",80,0,"Studente","M","22-25"
86,770,3,4,"Indipendenti","9-13","FullHD","3D",80,0,"Studente","M","22-25"
86,771,1,7,"Indipendenti","21-24","FullHD","3D",40,1,"Studente","M","22-25"
86,771,2,7,"Commerciali","9-13","FullHD","3D",60,0,"Studente","M","22-25"
86,771,3,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","M","22-25"
86,772,1,7,"Animazione","15-19","FullHD","Standard",40,0,"Studente","M","22-25"
86,772,2,10,"Commerciali","21-24","4K","IMAX",60,0,"Studente","M","22-25"
86,772,3,10,"Commerciali","21-24","FullHD","IMAX",60,1,"Studente","M","22-25"
86,773,1,10,"Indipendenti","15-19","4K","Standard",80,0,"Studente","M","22-25"
86,773,2,10,"Indipendenti","15-19","FullHD","Standard",80,1,"Studente","M","22-25"
86,773,3,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Studente","M","22-25"
86,774,1,10,"Indipendenti","9-13","4K","IMAX",40,0,"Studente","M","22-25"
86,774,2,4,"Commerciali","15-19","4K","IMAX",80,0,"Studente","M","22-25"
86,774,3,4,"Indipendenti","21-24","4K","Standard",60,1,"Studente","M","22-25"
87,775,1,7,"Commerciali","9-13","4K","3D",60,0,"Lavoratore Dipendente","M","26-30"
87,775,2,4,"Animazione","15-19","FullHD","3D",60,0,"Lavoratore Dipendente","M","26-30"
87,775,3,4,"Animazione","21-24","4K","IMAX",40,1,"Lavoratore Dipendente","M","26-30"
87,776,1,4,"Indipendenti","9-13","FullHD","3D",80,0,"Lavoratore Dipendente","M","26-30"
87,776,2,10,"Animazione","21-24","4K","3D",80,1,"Lavoratore Dipendente","M","26-30"
87,776,3,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Lavoratore Dipendente","M","26-30"
87,777,1,7,"Animazione","9-13","4K","IMAX",80,0,"Lavoratore Dipendente","M","26-30"
87,777,2,4,"Animazione","21-24","FullHD","IMAX",40,1,"Lavoratore Dipendente","M","26-30"
87,777,3,7,"Commerciali","21-24","4K","Standard",80,0,"Lavoratore Dipendente","M","26-30"
87,778,1,4,"Indipendenti","21-24","4K","Standard",60,0,"Lavoratore Dipendente","M","26-30"
87,778,2,4,"Commerciali","9-13","4K","Standard",40,0,"Lavoratore Dipendente","M","26-30"
87,778,3,10,"Commerciali","15-19","4K","3D",40,1,"Lavoratore Dipendente","M","26-30"
87,779,1,4,"Animazione","15-19","4K","3D",60,1,"Lavoratore Dipendente","M","26-30"
87,779,2,4,"Indipendenti","9-13","4K","3D",80,0,"Lavoratore Dipendente","M","26-30"
87,779,3,4,"Indipendenti","9-13","FullHD","3D",80,0,"Lavoratore Dipendente","M","26-30"
87,780,1,7,"Indipendenti","21-24","FullHD","3D",40,1,"Lavoratore Dipendente","M","26-30"
87,780,2,7,"Commerciali","9-13","FullHD","3D",60,0,"Lavoratore Dipendente","M","26-30"
87,780,3,10,"Indipendenti","9-13","4K","IMAX",40,0,"Lavoratore Dipendente","M","26-30"
87,781,1,7,"Animazione","15-19","FullHD","Standard",40,0,"Lavoratore Dipendente","M","26-30"
87,781,2,10,"Commerciali","21-24","4K","IMAX",60,1,"Lavoratore Dipendente","M","26-30"
87,781,3,10,"Commerciali","21-24","FullHD","IMAX",60,0,"Lavoratore Dipendente","M","26-30"
87,782,1,10,"Indipendenti","15-19","4K","Standard",80,1,"Lavoratore Dipendente","M","26-30"
87,782,2,10,"Indipendenti","15-19","FullHD","Standard",80,0,"Lavoratore Dipendente","M","26-30"
87,782,3,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Lavoratore Dipendente","M","26-30"
87,783,1,10,"Indipendenti","9-13","4K","IMAX",40,1,"Lavoratore Dipendente","M","26-30"
87,783,2,4,"Commerciali","15-19","4K","IMAX",80,0,"Lavoratore Dipendente","M","26-30"
87,783,3,4,"Indipendenti","21-24","4K","Standard",60,0,"Lavoratore Dipendente","M","26-30"
88,784,1,7,"Commerciali","9-13","4K","3D",60,0,"Lavoratore Dipendente","F","22-25"
88,784,2,4,"Animazione","15-19","FullHD","3D",60,0,"Lavoratore Dipendente","F","22-25"
88,784,3,4,"Animazione","21-24","4K","IMAX",40,1,"Lavoratore Dipendente","F","22-25"
88,785,1,4,"Indipendenti","9-13","FullHD","3D",80,0,"Lavoratore Dipendente","F","22-25"
88,785,2,10,"Animazione","21-24","4K","3D",80,0,"Lavoratore Dipendente","F","22-25"
88,785,3,7,"Indipendenti","15-19","FullHD","IMAX",60,1,"Lavoratore Dipendente","F","22-25"
88,786,1,7,"Animazione","9-13","4K","IMAX",80,0,"Lavoratore Dipendente","F","22-25"
88,786,2,4,"Animazione","21-24","FullHD","IMAX",40,0,"Lavoratore Dipendente","F","22-25"
88,786,3,7,"Commerciali","21-24","4K","Standard",80,1,"Lavoratore Dipendente","F","22-25"
88,787,1,4,"Indipendenti","21-24","4K","Standard",60,0,"Lavoratore Dipendente","F","22-25"
88,787,2,4,"Commerciali","9-13","4K","Standard",40,0,"Lavoratore Dipendente","F","22-25"
88,787,3,10,"Commerciali","15-19","4K","3D",40,1,"Lavoratore Dipendente","F","22-25"
88,788,1,4,"Animazione","15-19","4K","3D",60,1,"Lavoratore Dipendente","F","22-25"
88,788,2,4,"Indipendenti","9-13","4K","3D",80,0,"Lavoratore Dipendente","F","22-25"
88,788,3,4,"Indipendenti","9-13","FullHD","3D",80,0,"Lavoratore Dipendente","F","22-25"
88,789,1,7,"Indipendenti","21-24","FullHD","3D",40,1,"Lavoratore Dipendente","F","22-25"
88,789,2,7,"Commerciali","9-13","FullHD","3D",60,0,"Lavoratore Dipendente","F","22-25"
88,789,3,10,"Indipendenti","9-13","4K","IMAX",40,0,"Lavoratore Dipendente","F","22-25"
88,790,1,7,"Animazione","15-19","FullHD","Standard",40,0,"Lavoratore Dipendente","F","22-25"
88,790,2,10,"Commerciali","21-24","4K","IMAX",60,1,"Lavoratore Dipendente","F","22-25"
88,790,3,10,"Commerciali","21-24","FullHD","IMAX",60,0,"Lavoratore Dipendente","F","22-25"
88,791,1,10,"Indipendenti","15-19","4K","Standard",80,1,"Lavoratore Dipendente","F","22-25"
88,791,2,10,"Indipendenti","15-19","FullHD","Standard",80,0,"Lavoratore Dipendente","F","22-25"
88,791,3,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Lavoratore Dipendente","F","22-25"
